success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rt,stimulus,response,view_history,task,correct_response,correct
,,,,,html-keyboard-response,47,286022,0.0-5.0-0.21,pilota_data_1635124155303,,,null,"<div style=""font-size:60px;"">+</div>",null,,fixation,,
,,,,,image-keyboard-response,48,292034,0.0-5.0-1.21,pilota_data_1635124155303,,,null,img/encoding_events/Event_7.jpg,null,,,,
,,,,,html-keyboard-response,49,292537,0.0-5.0-0.22,pilota_data_1635124155303,,,null,"<div style=""font-size:60px;"">+</div>",null,,fixation,,
,,,,,image-keyboard-response,50,298547,0.0-5.0-1.22,pilota_data_1635124155303,,,null,img/encoding_events/Event_15.jpg,null,,,,
,,,,,html-keyboard-response,51,299053,0.0-5.0-0.23,pilota_data_1635124155303,,,null,"<div style=""font-size:60px;"">+</div>",null,,fixation,,
,,,,,image-keyboard-response,52,305067,0.0-5.0-1.23,pilota_data_1635124155303,,,null,img/encoding_events/Event_1.jpg,null,,,,
,,,,,instructions,53,342636,0.0-6.0,pilota_data_1635124155303,,,37568,,,"[{""page_index"":0,""viewing_time"":2188},{""page_index"":1,""viewing_time"":11743},{""page_index"":2,""viewing_time"":7506},{""page_index"":3,""viewing_time"":10899},{""page_index"":4,""viewing_time"":4075},{""page_index"":5,""viewing_time"":1157}]",,,
,,,,,image-keyboard-response,54,545234,0.0-7.0-0.0,pilota_data_1635124155303,,,200088,img/testing_events/Bc/Test_Bc_Event_15.jpg,c,,response,u,FALSE
,,,,,image-keyboard-response,55,545413,0.0-7.0-0.1,pilota_data_1635124155303,,,170,img/testing_events/Cb/Test_Cb_Event_17.jpg,n,,response,u,FALSE
,,,,,image-keyboard-response,56,651838,0.0-7.0-0.2,pilota_data_1635124155303,,,106416,img/testing_events/Ba/Test_Ba_Event_7.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,57,657856,0.0-7.0-0.3,pilota_data_1635124155303,,,6008,img/testing_events/Ac/Test_Ac_Event_20.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,58,661690,0.0-7.0-0.4,pilota_data_1635124155303,,,3826,img/testing_events/Cb/Test_Cb_Event_13.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,59,667778,0.0-7.0-0.5,pilota_data_1635124155303,,,6078,img/testing_events/Ba/Test_Ba_Event_16.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,60,683955,0.0-7.0-0.6,pilota_data_1635124155303,,,16169,img/testing_events/Ab/Test_Ab_Event_17.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,61,687656,0.0-7.0-0.7,pilota_data_1635124155303,,,3693,img/testing_events/Ca/Test_Ca_Event_3.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,62,689683,0.0-7.0-0.8,pilota_data_1635124155303,,,2018,img/testing_events/Ab/Test_Ab_Event_7.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,63,699704,0.0-7.0-0.9,pilota_data_1635124155303,,,10012,img/testing_events/Bc/Test_Bc_Event_20.jpg,e,,response,c,FALSE
,,,,,image-keyboard-response,64,705554,0.0-7.0-0.10,pilota_data_1635124155303,,,5842,img/testing_events/Ac/Test_Ac_Event_10.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,65,709121,0.0-7.0-0.11,pilota_data_1635124155303,,,3558,img/testing_events/Ca/Test_Ca_Event_6.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,66,710774,0.0-7.0-0.12,pilota_data_1635124155303,,,1644,img/testing_events/Ca/Test_Ca_Event_5.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,67,735098,0.0-7.0-0.13,pilota_data_1635124155303,,,24314,img/testing_events/Ba/Test_Ba_Event_20.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,68,737829,0.0-7.0-0.14,pilota_data_1635124155303,,,2723,img/testing_events/Ab/Test_Ab_Event_13.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,69,756438,0.0-7.0-0.15,pilota_data_1635124155303,,,18598,img/testing_events/Cb/Test_Cb_Event_1.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,70,758959,0.0-7.0-0.16,pilota_data_1635124155303,,,2510,img/testing_events/Ba/Test_Ba_Event_5.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,71,766035,0.0-7.0-0.17,pilota_data_1635124155303,,,7067,img/testing_events/Cb/Test_Cb_Event_23.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,72,775417,0.0-7.0-0.18,pilota_data_1635124155303,,,9373,img/testing_events/Ba/Test_Ba_Event_14.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,73,776799,0.0-7.0-0.19,pilota_data_1635124155303,,,1373,img/testing_events/Ba/Test_Ba_Event_19.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,74,780737,0.0-7.0-0.20,pilota_data_1635124155303,,,3928,img/testing_events/Ca/Test_Ca_Event_23.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,75,782875,0.0-7.0-0.21,pilota_data_1635124155303,,,2129,img/testing_events/Cb/Test_Cb_Event_15.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,76,786238,0.0-7.0-0.22,pilota_data_1635124155303,,,3353,img/testing_events/Ca/Test_Ca_Event_19.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,77,793101,0.0-7.0-0.23,pilota_data_1635124155303,,,6853,img/testing_events/Ac/Test_Ac_Event_8.jpg,c,,response,e,FALSE
,,,,,image-keyboard-response,78,799874,0.0-7.0-0.24,pilota_data_1635124155303,,,6763,img/testing_events/Ab/Test_Ab_Event_8.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,79,802787,0.0-7.0-0.25,pilota_data_1635124155303,,,2903,img/testing_events/Cb/Test_Cb_Event_21.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,80,805239,0.0-7.0-0.26,pilota_data_1635124155303,,,2442,img/testing_events/Ab/Test_Ab_Event_11.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,81,811574,0.0-7.0-0.27,pilota_data_1635124155303,,,6326,img/testing_events/Ab/Test_Ab_Event_12.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,82,813687,0.0-7.0-0.28,pilota_data_1635124155303,,,2103,img/testing_events/Ab/Test_Ab_Event_22.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,83,819409,0.0-7.0-0.29,pilota_data_1635124155303,,,5706,img/testing_events/Bc/Test_Bc_Event_19.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,84,824961,0.0-7.0-0.30,pilota_data_1635124155303,,,5538,img/testing_events/Ba/Test_Ba_Event_4.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,85,845084,0.0-7.0-0.31,pilota_data_1635124155303,,,20107,img/testing_events/Bc/Test_Bc_Event_8.jpg,u,,response,c,FALSE
,,,,,image-keyboard-response,86,854837,0.0-7.0-0.32,pilota_data_1635124155303,,,9743,img/testing_events/Ab/Test_Ab_Event_24.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,87,864393,0.0-7.0-0.33,pilota_data_1635124155303,,,9545,img/testing_events/Bc/Test_Bc_Event_13.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,88,870005,0.0-7.0-0.34,pilota_data_1635124155303,,,5603,img/testing_events/Ac/Test_Ac_Event_12.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,89,873078,0.0-7.0-0.35,pilota_data_1635124155303,,,3062,img/testing_events/Ab/Test_Ab_Event_14.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,90,875991,0.0-7.0-0.36,pilota_data_1635124155303,,,2904,img/testing_events/Ca/Test_Ca_Event_17.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,91,877431,0.0-7.0-0.37,pilota_data_1635124155303,,,1431,img/testing_events/Bc/Test_Bc_Event_22.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,92,888332,0.0-7.0-0.38,pilota_data_1635124155303,,,10894,img/testing_events/Cb/Test_Cb_Event_2.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,93,895689,0.0-7.0-0.39,pilota_data_1635124155303,,,7347,img/testing_events/Ca/Test_Ca_Event_4.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,94,898884,0.0-7.0-0.40,pilota_data_1635124155303,,,3185,img/testing_events/Ab/Test_Ab_Event_9.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,95,901743,0.0-7.0-0.41,pilota_data_1635124155303,,,2850,img/testing_events/Cb/Test_Cb_Event_18.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,96,908346,0.0-7.0-0.42,pilota_data_1635124155303,,,6596,img/testing_events/Ac/Test_Ac_Event_16.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,97,910663,0.0-7.0-0.43,pilota_data_1635124155303,,,2307,img/testing_events/Cb/Test_Cb_Event_10.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,98,912710,0.0-7.0-0.44,pilota_data_1635124155303,,,2037,img/testing_events/Ba/Test_Ba_Event_11.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,99,918403,0.0-7.0-0.45,pilota_data_1635124155303,,,5683,img/testing_events/Ba/Test_Ba_Event_2.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,100,921092,0.0-7.0-0.46,pilota_data_1635124155303,,,2680,img/testing_events/Ca/Test_Ca_Event_11.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,101,926189,0.0-7.0-0.47,pilota_data_1635124155303,,,5087,img/testing_events/Ca/Test_Ca_Event_9.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,102,929856,0.0-7.0-0.48,pilota_data_1635124155303,,,3658,img/testing_events/Ba/Test_Ba_Event_12.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,103,939295,0.0-7.0-0.49,pilota_data_1635124155303,,,9428,img/testing_events/Ab/Test_Ab_Event_6.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,104,943863,0.0-7.0-0.50,pilota_data_1635124155303,,,4558,img/testing_events/Ac/Test_Ac_Event_24.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,105,949318,0.0-7.0-0.51,pilota_data_1635124155303,,,5445,img/testing_events/Bc/Test_Bc_Event_4.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,106,952613,0.0-7.0-0.52,pilota_data_1635124155303,,,3286,img/testing_events/Ba/Test_Ba_Event_8.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,107,955393,0.0-7.0-0.53,pilota_data_1635124155303,,,2770,img/testing_events/Ac/Test_Ac_Event_14.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,108,959274,0.0-7.0-0.54,pilota_data_1635124155303,,,3871,img/testing_events/Bc/Test_Bc_Event_10.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,109,967645,0.0-7.0-0.55,pilota_data_1635124155303,,,8360,img/testing_events/Ab/Test_Ab_Event_23.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,110,969737,0.0-7.0-0.56,pilota_data_1635124155303,,,2083,img/testing_events/Ac/Test_Ac_Event_23.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,111,973370,0.0-7.0-0.57,pilota_data_1635124155303,,,3623,img/testing_events/Ba/Test_Ba_Event_10.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,112,976981,0.0-7.0-0.58,pilota_data_1635124155303,,,3603,img/testing_events/Ac/Test_Ac_Event_3.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,113,979200,0.0-7.0-0.59,pilota_data_1635124155303,,,2209,img/testing_events/Ac/Test_Ac_Event_21.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,114,980615,0.0-7.0-0.60,pilota_data_1635124155303,,,1406,img/testing_events/Bc/Test_Bc_Event_6.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,115,983001,0.0-7.0-0.61,pilota_data_1635124155303,,,2376,img/testing_events/Ca/Test_Ca_Event_10.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,116,985881,0.0-7.0-0.62,pilota_data_1635124155303,,,2873,img/testing_events/Bc/Test_Bc_Event_21.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,117,988030,0.0-7.0-0.63,pilota_data_1635124155303,,,2139,img/testing_events/Ab/Test_Ab_Event_1.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,118,989683,0.0-7.0-0.64,pilota_data_1635124155303,,,1642,img/testing_events/Ac/Test_Ac_Event_9.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,119,996199,0.0-7.0-0.65,pilota_data_1635124155303,,,6504,img/testing_events/Ba/Test_Ba_Event_6.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,120,997490,0.0-7.0-0.66,pilota_data_1635124155303,,,1283,img/testing_events/Ca/Test_Ca_Event_1.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,121,999527,0.0-7.0-0.67,pilota_data_1635124155303,,,2026,img/testing_events/Ba/Test_Ba_Event_13.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,122,1005399,0.0-7.0-0.68,pilota_data_1635124155303,,,5863,img/testing_events/Bc/Test_Bc_Event_18.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,123,1013342,0.0-7.0-0.69,pilota_data_1635124155303,,,7933,img/testing_events/Ac/Test_Ac_Event_18.jpg,u,,response,c,FALSE
,,,,,image-keyboard-response,124,1019327,0.0-7.0-0.70,pilota_data_1635124155303,,,5976,img/testing_events/Bc/Test_Bc_Event_9.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,125,1025390,0.0-7.0-0.71,pilota_data_1635124155303,,,6055,img/testing_events/Ca/Test_Ca_Event_24.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,126,1033086,0.0-7.0-0.72,pilota_data_1635124155303,,,7686,img/testing_events/Cb/Test_Cb_Event_24.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,127,1035796,0.0-7.0-0.73,pilota_data_1635124155303,,,2701,img/testing_events/Ba/Test_Ba_Event_9.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,128,1037924,0.0-7.0-0.74,pilota_data_1635124155303,,,2119,img/testing_events/Ac/Test_Ac_Event_11.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,129,1042265,0.0-7.0-0.75,pilota_data_1635124155303,,,4332,img/testing_events/Bc/Test_Bc_Event_14.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,130,1044695,0.0-7.0-0.76,pilota_data_1635124155303,,,2422,img/testing_events/Ac/Test_Ac_Event_22.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,131,1046664,0.0-7.0-0.77,pilota_data_1635124155303,,,1957,img/testing_events/Ac/Test_Ac_Event_13.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,132,1053527,0.0-7.0-0.78,pilota_data_1635124155303,,,6853,img/testing_events/Ab/Test_Ab_Event_19.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,133,1058442,0.0-7.0-0.79,pilota_data_1635124155303,,,4906,img/testing_events/Bc/Test_Bc_Event_16.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,134,1067724,0.0-7.0-0.80,pilota_data_1635124155303,,,9273,img/testing_events/Ac/Test_Ac_Event_7.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,135,1069187,0.0-7.0-0.81,pilota_data_1635124155303,,,1453,img/testing_events/Ac/Test_Ac_Event_17.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,136,1070695,0.0-7.0-0.82,pilota_data_1635124155303,,,1500,img/testing_events/Ba/Test_Ba_Event_22.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,137,1075621,0.0-7.0-0.83,pilota_data_1635124155303,,,4917,img/testing_events/Ca/Test_Ca_Event_7.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,138,1077263,0.0-7.0-0.84,pilota_data_1635124155303,,,1633,img/testing_events/Bc/Test_Bc_Event_5.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,139,1078669,0.0-7.0-0.85,pilota_data_1635124155303,,,1395,img/testing_events/Cb/Test_Cb_Event_5.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,140,1082506,0.0-7.0-0.86,pilota_data_1635124155303,,,3828,img/testing_events/Ab/Test_Ab_Event_18.jpg,n,,response,u,FALSE
,,,,,image-keyboard-response,141,1085949,0.0-7.0-0.87,pilota_data_1635124155303,,,3433,img/testing_events/Ba/Test_Ba_Event_3.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,142,1088921,0.0-7.0-0.88,pilota_data_1635124155303,,,2963,img/testing_events/Cb/Test_Cb_Event_12.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,143,1091405,0.0-7.0-0.89,pilota_data_1635124155303,,,2476,img/testing_events/Ac/Test_Ac_Event_2.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,144,1096286,0.0-7.0-0.90,pilota_data_1635124155303,,,4873,img/testing_events/Cb/Test_Cb_Event_7.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,145,1098762,0.0-7.0-0.91,pilota_data_1635124155303,,,2467,img/testing_events/Cb/Test_Cb_Event_22.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,146,1101462,0.0-7.0-0.92,pilota_data_1635124155303,,,2689,img/testing_events/Ca/Test_Ca_Event_16.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,147,1103778,0.0-7.0-0.93,pilota_data_1635124155303,,,2308,img/testing_events/Bc/Test_Bc_Event_2.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,148,1105377,0.0-7.0-0.94,pilota_data_1635124155303,,,1589,img/testing_events/Bc/Test_Bc_Event_1.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,149,1107840,0.0-7.0-0.95,pilota_data_1635124155303,,,2454,img/testing_events/Ca/Test_Ca_Event_12.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,150,1110113,0.0-7.0-0.96,pilota_data_1635124155303,,,2264,img/testing_events/Ab/Test_Ab_Event_3.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,151,1114647,0.0-7.0-0.97,pilota_data_1635124155303,,,4525,img/testing_events/Bc/Test_Bc_Event_24.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,152,1118587,0.0-7.0-0.98,pilota_data_1635124155303,,,3932,img/testing_events/Cb/Test_Cb_Event_16.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,153,1126494,0.0-7.0-0.99,pilota_data_1635124155303,,,7897,img/testing_events/Ab/Test_Ab_Event_20.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,154,1131861,0.0-7.0-0.100,pilota_data_1635124155303,,,5357,img/testing_events/Bc/Test_Bc_Event_17.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,155,1133582,0.0-7.0-0.101,pilota_data_1635124155303,,,1712,img/testing_events/Ca/Test_Ca_Event_22.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,156,1136517,0.0-7.0-0.102,pilota_data_1635124155303,,,2928,img/testing_events/Cb/Test_Cb_Event_3.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,157,1141287,0.0-7.0-0.103,pilota_data_1635124155303,,,4763,img/testing_events/Cb/Test_Cb_Event_20.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,158,1143482,0.0-7.0-0.104,pilota_data_1635124155303,,,2185,img/testing_events/Ab/Test_Ab_Event_2.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,159,1145012,0.0-7.0-0.105,pilota_data_1635124155303,,,1521,img/testing_events/Ba/Test_Ba_Event_15.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,160,1146832,0.0-7.0-0.106,pilota_data_1635124155303,,,1811,img/testing_events/Ca/Test_Ca_Event_13.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,161,1150535,0.0-7.0-0.107,pilota_data_1635124155303,,,3693,img/testing_events/Ba/Test_Ba_Event_24.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,162,1152931,0.0-7.0-0.108,pilota_data_1635124155303,,,2386,img/testing_events/Ca/Test_Ca_Event_20.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,163,1155709,0.0-7.0-0.109,pilota_data_1635124155303,,,2768,img/testing_events/Ac/Test_Ac_Event_4.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,164,1163191,0.0-7.0-0.110,pilota_data_1635124155303,,,7473,img/testing_events/Ac/Test_Ac_Event_5.jpg,u,,response,u,TRUE
