success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rt,stimulus,response,view_history,task,correct_response,correct
,,,,,image-keyboard-response,86,491911,0.0-7.0-0.32,pilota_data_1635121752309,,,2055,img/testing_events/Bc/Test_Bc_Event_5.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,87,493418,0.0-7.0-0.33,pilota_data_1635121752309,,,1502,img/testing_events/Ba/Test_Ba_Event_19.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,88,495577,0.0-7.0-0.34,pilota_data_1635121752309,,,2156,img/testing_events/Ab/Test_Ab_Event_16.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,89,498380,0.0-7.0-0.35,pilota_data_1635121752309,,,2800,img/testing_events/Ab/Test_Ab_Event_2.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,90,502496,0.0-7.0-0.36,pilota_data_1635121752309,,,4114,img/testing_events/Ca/Test_Ca_Event_3.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,91,505421,0.0-7.0-0.37,pilota_data_1635121752309,,,2923,img/testing_events/Ba/Test_Ba_Event_17.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,92,507254,0.0-7.0-0.38,pilota_data_1635121752309,,,1831,img/testing_events/Bc/Test_Bc_Event_3.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,93,519597,0.0-7.0-0.39,pilota_data_1635121752309,,,12341,img/testing_events/Bc/Test_Bc_Event_22.jpg,u,,response,e,FALSE
,,,,,image-keyboard-response,94,526536,0.0-7.0-0.40,pilota_data_1635121752309,,,6938,img/testing_events/Ab/Test_Ab_Event_1.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,95,530116,0.0-7.0-0.41,pilota_data_1635121752309,,,3577,img/testing_events/Ba/Test_Ba_Event_18.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,96,535616,0.0-7.0-0.42,pilota_data_1635121752309,,,5498,img/testing_events/Bc/Test_Bc_Event_13.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,97,538474,0.0-7.0-0.43,pilota_data_1635121752309,,,2856,img/testing_events/Ab/Test_Ab_Event_11.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,98,542503,0.0-7.0-0.44,pilota_data_1635121752309,,,4027,img/testing_events/Cb/Test_Cb_Event_20.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,99,545562,0.0-7.0-0.45,pilota_data_1635121752309,,,3057,img/testing_events/Ac/Test_Ac_Event_14.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,100,550367,0.0-7.0-0.46,pilota_data_1635121752309,,,4803,img/testing_events/Ba/Test_Ba_Event_2.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,101,555374,0.0-7.0-0.47,pilota_data_1635121752309,,,5005,img/testing_events/Ac/Test_Ac_Event_1.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,102,557666,0.0-7.0-0.48,pilota_data_1635121752309,,,2290,img/testing_events/Ab/Test_Ab_Event_8.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,103,560658,0.0-7.0-0.49,pilota_data_1635121752309,,,2987,img/testing_events/Ab/Test_Ab_Event_17.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,104,563821,0.0-7.0-0.50,pilota_data_1635121752309,,,3160,img/testing_events/Bc/Test_Bc_Event_11.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,105,572171,0.0-7.0-0.51,pilota_data_1635121752309,,,8348,img/testing_events/Cb/Test_Cb_Event_22.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,106,575249,0.0-7.0-0.52,pilota_data_1635121752309,,,3076,img/testing_events/Ac/Test_Ac_Event_18.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,107,577476,0.0-7.0-0.53,pilota_data_1635121752309,,,2225,img/testing_events/Ca/Test_Ca_Event_2.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,108,578884,0.0-7.0-0.54,pilota_data_1635121752309,,,1406,img/testing_events/Ba/Test_Ba_Event_15.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,109,582810,0.0-7.0-0.55,pilota_data_1635121752309,,,3924,img/testing_events/Ac/Test_Ac_Event_9.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,110,589638,0.0-7.0-0.56,pilota_data_1635121752309,,,6825,img/testing_events/Cb/Test_Cb_Event_1.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,111,593791,0.0-7.0-0.57,pilota_data_1635121752309,,,4151,img/testing_events/Ca/Test_Ca_Event_9.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,112,599539,0.0-7.0-0.58,pilota_data_1635121752309,,,5746,img/testing_events/Cb/Test_Cb_Event_4.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,113,604083,0.0-7.0-0.59,pilota_data_1635121752309,,,4542,img/testing_events/Bc/Test_Bc_Event_16.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,114,608921,0.0-7.0-0.60,pilota_data_1635121752309,,,4837,img/testing_events/Ab/Test_Ab_Event_18.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,115,611486,0.0-7.0-0.61,pilota_data_1635121752309,,,2562,img/testing_events/Ba/Test_Ba_Event_8.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,116,613757,0.0-7.0-0.62,pilota_data_1635121752309,,,2269,img/testing_events/Ca/Test_Ca_Event_6.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,117,615717,0.0-7.0-0.63,pilota_data_1635121752309,,,1957,img/testing_events/Ca/Test_Ca_Event_15.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,118,617729,0.0-7.0-0.64,pilota_data_1635121752309,,,2009,img/testing_events/Ba/Test_Ba_Event_1.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,119,619833,0.0-7.0-0.65,pilota_data_1635121752309,,,2102,img/testing_events/Ca/Test_Ca_Event_21.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,120,622780,0.0-7.0-0.66,pilota_data_1635121752309,,,2945,img/testing_events/Bc/Test_Bc_Event_4.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,121,624729,0.0-7.0-0.67,pilota_data_1635121752309,,,1946,img/testing_events/Cb/Test_Cb_Event_15.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,122,628190,0.0-7.0-0.68,pilota_data_1635121752309,,,3460,img/testing_events/Ab/Test_Ab_Event_4.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,123,630836,0.0-7.0-0.69,pilota_data_1635121752309,,,2644,img/testing_events/Ab/Test_Ab_Event_23.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,124,632905,0.0-7.0-0.70,pilota_data_1635121752309,,,2067,img/testing_events/Ac/Test_Ac_Event_11.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,125,635754,0.0-7.0-0.71,pilota_data_1635121752309,,,2846,img/testing_events/Bc/Test_Bc_Event_8.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,126,638847,0.0-7.0-0.72,pilota_data_1635121752309,,,3090,img/testing_events/Bc/Test_Bc_Event_2.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,127,641951,0.0-7.0-0.73,pilota_data_1635121752309,,,3101,img/testing_events/Bc/Test_Bc_Event_15.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,128,643366,0.0-7.0-0.74,pilota_data_1635121752309,,,1403,img/testing_events/Ab/Test_Ab_Event_5.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,129,647608,0.0-7.0-0.75,pilota_data_1635121752309,,,4239,img/testing_events/Ac/Test_Ac_Event_22.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,130,649578,0.0-7.0-0.76,pilota_data_1635121752309,,,1968,img/testing_events/Bc/Test_Bc_Event_6.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,131,651704,0.0-7.0-0.77,pilota_data_1635121752309,,,2124,img/testing_events/Ac/Test_Ac_Event_10.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,132,654080,0.0-7.0-0.78,pilota_data_1635121752309,,,2374,img/testing_events/Bc/Test_Bc_Event_12.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,133,658533,0.0-7.0-0.79,pilota_data_1635121752309,,,4450,img/testing_events/Ca/Test_Ca_Event_24.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,134,666737,0.0-7.0-0.80,pilota_data_1635121752309,,,8202,img/testing_events/Cb/Test_Cb_Event_23.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,135,669535,0.0-7.0-0.81,pilota_data_1635121752309,,,2795,img/testing_events/Ab/Test_Ab_Event_20.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,136,671371,0.0-7.0-0.82,pilota_data_1635121752309,,,1835,img/testing_events/Ba/Test_Ba_Event_24.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,137,674148,0.0-7.0-0.83,pilota_data_1635121752309,,,2775,img/testing_events/Ba/Test_Ba_Event_20.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,138,675477,0.0-7.0-0.84,pilota_data_1635121752309,,,1326,img/testing_events/Ca/Test_Ca_Event_1.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,139,677737,0.0-7.0-0.85,pilota_data_1635121752309,,,2258,img/testing_events/Ba/Test_Ba_Event_6.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,140,680516,0.0-7.0-0.86,pilota_data_1635121752309,,,2774,img/testing_events/Ba/Test_Ba_Event_5.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,141,682968,0.0-7.0-0.87,pilota_data_1635121752309,,,2450,img/testing_events/Ab/Test_Ab_Event_12.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,142,685128,0.0-7.0-0.88,pilota_data_1635121752309,,,2158,img/testing_events/Cb/Test_Cb_Event_6.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,143,690349,0.0-7.0-0.89,pilota_data_1635121752309,,,5219,img/testing_events/Ba/Test_Ba_Event_7.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,144,692294,0.0-7.0-0.90,pilota_data_1635121752309,,,1943,img/testing_events/Ca/Test_Ca_Event_8.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,145,694746,0.0-7.0-0.91,pilota_data_1635121752309,,,2450,img/testing_events/Ac/Test_Ac_Event_12.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,146,696255,0.0-7.0-0.92,pilota_data_1635121752309,,,1507,img/testing_events/Ac/Test_Ac_Event_17.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,147,705514,0.0-7.0-0.93,pilota_data_1635121752309,,,9257,img/testing_events/Bc/Test_Bc_Event_19.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,148,707381,0.0-7.0-0.94,pilota_data_1635121752309,,,1865,img/testing_events/Cb/Test_Cb_Event_5.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,149,710047,0.0-7.0-0.95,pilota_data_1635121752309,,,2664,img/testing_events/Ca/Test_Ca_Event_11.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,150,712015,0.0-7.0-0.96,pilota_data_1635121752309,,,1965,img/testing_events/Cb/Test_Cb_Event_12.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,151,717969,0.0-7.0-0.97,pilota_data_1635121752309,,,5952,img/testing_events/Ca/Test_Ca_Event_4.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,152,719563,0.0-7.0-0.98,pilota_data_1635121752309,,,1592,img/testing_events/Bc/Test_Bc_Event_18.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,153,722737,0.0-7.0-0.99,pilota_data_1635121752309,,,3172,img/testing_events/Cb/Test_Cb_Event_13.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,154,726787,0.0-7.0-0.100,pilota_data_1635121752309,,,4048,img/testing_events/Ba/Test_Ba_Event_10.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,155,728080,0.0-7.0-0.101,pilota_data_1635121752309,,,1290,img/testing_events/Ca/Test_Ca_Event_5.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,156,732164,0.0-7.0-0.102,pilota_data_1635121752309,,,4081,img/testing_events/Cb/Test_Cb_Event_18.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,157,737225,0.0-7.0-0.103,pilota_data_1635121752309,,,5059,img/testing_events/Ba/Test_Ba_Event_4.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,158,739352,0.0-7.0-0.104,pilota_data_1635121752309,,,2125,img/testing_events/Ca/Test_Ca_Event_19.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,159,744538,0.0-7.0-0.105,pilota_data_1635121752309,,,5184,img/testing_events/Cb/Test_Cb_Event_24.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,160,748644,0.0-7.0-0.106,pilota_data_1635121752309,,,4103,img/testing_events/Bc/Test_Bc_Event_23.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,161,751469,0.0-7.0-0.107,pilota_data_1635121752309,,,2823,img/testing_events/Ba/Test_Ba_Event_12.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,162,753134,0.0-7.0-0.108,pilota_data_1635121752309,,,1662,img/testing_events/Bc/Test_Bc_Event_24.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,163,754753,0.0-7.0-0.109,pilota_data_1635121752309,,,1614,img/testing_events/Ac/Test_Ac_Event_4.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,164,758130,0.0-7.0-0.110,pilota_data_1635121752309,,,3375,img/testing_events/Ac/Test_Ac_Event_23.jpg,n,,response,n,TRUE
